测试情景编号,2024年利润/元,2025年利润/元,2026年利润/元,2027年利润/元,2028年利润/元,2029年利润/元,2030年利润/元
3596,4932001.614814842,4891328.366480221,5256548.627445218,4943965.889136469,5470811.436188373,5314743.53936798,5577740.543057657
3597,4905124.954265742,4913790.225538152,5321196.107108547,4905951.7244112855,5376050.863674413,5225208.738102314,5565223.914833542
3598,4893080.331781823,4929999.368544619,5245471.744754446,4967574.6807391755,5440782.8353497805,5408439.451434446,5558917.323221849
3599,4924382.558337529,4907824.130434638,5289959.823483409,4859484.360959904,5407987.583046202,5265762.418847012,5545955.79337494
3600,4974725.835931695,4977680.84666519,5285734.388803793,4996236.109518815,5457626.626713024,5318221.287776966,5535397.287277689
3601,4943758.462831887,4941498.468284734,5201187.749913183,4884351.217718871,5307601.377178834,5455163.134318691,5473998.498752715
3602,4860202.91997458,4974003.723842377,5272094.958322341,4937748.50655716,5391358.3486619545,5339376.224294309,5507163.79837927
3603,4909996.694580227,5004306.224523477,5310303.0315933535,4969654.336941149,5413298.653015809,5282104.4819594165,5528417.491557568
3604,4861029.081098268,4976009.708848737,5157366.583039894,5078821.555761989,5449106.786694353,5191913.222193944,5640304.308501935
3605,5037728.827822036,4908633.325018626,5327004.492701038,4992283.971408325,5422927.2579178605,5349381.276806452,5608166.903994822
3606,4975355.701758856,4866110.266497016,5337572.71388036,4975639.80467579,5442505.765563023,5292244.149715996,5505692.8341702055
3607,4963430.074320247,4904269.279665677,5310899.351953394,4962541.663592182,5464307.491350841,5296254.678791642,5446255.689239529
3608,4875366.592264058,4907317.466115599,5293043.934129616,5023565.650680561,5335082.085136105,5314596.462025732,5532541.333381965
3609,4874475.543990307,4973460.899083359,5301975.064588047,4856614.342991951,5478692.792287065,5380347.537565394,5643899.013486831
3610,4927485.657546469,4986741.563218864,5233156.232642688,4973418.147666077,5489934.527974943,5271564.978368556,5702790.364159516
3611,4911587.694102908,4961560.347247265,5169809.211513223,4976636.245243652,5407935.6663523875,5330844.306405901,5626240.880796193
3612,4920646.456250876,4907055.40939802,5232111.35072398,4918914.301996364,5408122.253852701,5245061.012502015,5544360.363359768
3613,4914902.495809348,4958110.761188466,5147822.625779987,5001290.665363996,5329632.151682373,5213237.937285323,5513248.720130102
3614,4982316.482300449,4987981.201755773,5331546.412778955,4904520.793911404,5457860.398647892,5355098.395263738,5629755.196558811
3615,4876487.790537095,4879760.964959188,5243615.821805306,5035384.636398451,5481591.085812568,5376803.270748581,5605721.337065812
3616,4844244.744862722,4975406.369051434,5199966.190984017,4955756.289434413,5395165.2014847705,5322535.654564531,5533101.495922897
3617,4937681.832347731,4936832.821588667,5260777.018254099,5037326.382344317,5429800.94634447,5342639.430961796,5623841.626526355
3618,4851882.48771335,4948151.587524971,5231270.7187228445,4894276.941916995,5533929.639983743,5286447.746896294,5601957.867007742
3619,4947575.277368105,5019701.190200161,5410819.504268842,4933929.859723753,5531596.342902401,5253955.6318814475,5483676.725743961
3620,4832195.243601938,4963537.736896109,5229933.968406601,4972959.621504519,5417683.5448923865,5340830.981024072,5538007.281072638
3621,5049253.7809970565,4936129.307786813,5201854.336138216,5051106.841484001,5337484.141901529,5335687.085704193,5599090.476806101
3622,4827990.6753089735,4869147.85532314,5327959.719362217,5036109.878923224,5434270.452463658,5240118.780409036,5638447.982288035
3623,4990710.39233837,4910342.819531348,5274354.868010636,4856521.628131203,5576256.020120823,5364142.831230802,5657198.464994144
3624,4994319.495683368,4934325.078245312,5292620.832057624,4904239.312923997,5383272.167862921,5289428.521302941,5444622.2149766395
3625,4943712.975236695,4972457.319511716,5356957.422793352,4918060.562056772,5482141.194742596,5257961.532328836,5542756.625665671
3626,4918134.754087729,4879319.102380764,5354202.601818079,5018681.114618532,5527833.941506256,5316769.274529481,5691199.034447128
3627,4949278.154135788,4893533.131982061,5246075.937277997,5028262.078115382,5467788.639099312,5317345.404762298,5462693.768051182
3628,5068369.949062714,4918698.403247736,5244173.54166461,4905482.037678976,5433109.043663384,5318048.143688284,5632514.041048027
3629,4982841.5507545415,4899672.911529846,5238770.529398521,5006793.270888274,5407390.555332979,5354552.98105969,5548148.502477394
3630,4899221.854680929,4919056.335252779,5146590.87809606,4897097.318071869,5363901.075350869,5288937.389178373,5610448.203074329
3631,4917450.948782629,4960538.931728448,5180906.766745308,4999346.065472105,5442237.256004026,5261425.248680251,5683599.042502024
3632,4946629.985193076,5004929.349412563,5243015.00498548,4947789.3981831,5430881.284280759,5233585.086160842,5613363.553433571
3633,4943497.743352602,4886545.916109645,5288233.599291569,4883836.762904124,5318961.939628918,5413788.820483279,5502417.889746799
3634,4903196.373558279,4933354.867964783,5194932.101446943,5024110.7017514575,5485024.8951779725,5274769.894533038,5609786.974644231
3635,4908768.185825982,4891982.230312508,5204457.068527464,4952739.009233232,5440623.868934048,5356013.939591121,5534982.35222385
3636,4954618.1094420655,4860333.020352839,5249478.854261367,4916322.434941173,5453004.832600984,5273886.870127285,5541102.452883765
3637,4949299.281809123,5008852.566513322,5359753.586299423,4912838.495592723,5406948.397466745,5315419.4205788,5588065.041045873
3638,4897689.943625051,4853738.080609257,5300406.550447356,5026247.566455962,5471898.1645159535,5450968.190367101,5548189.880287219
3639,4873651.887082504,4894577.237292618,5300367.929495506,4944755.727871224,5519798.4575688355,5306053.096874571,5462908.396988822
3640,4938026.9415275585,4948732.771537319,5329030.222243849,4950385.153324156,5534466.500771685,5412285.579694847,5559039.209139759
3641,4998331.735316975,4855584.040890512,5275771.498625034,4978261.948600276,5469126.926117821,5378229.0355354,5522916.627122115
3642,4845522.765308119,4843372.793625441,5231981.912523845,5049000.890061872,5497712.419840488,5462535.460477697,5490436.254808372
3643,4977903.443922369,4977160.293081218,5267587.519381667,5101403.863115282,5414063.314953168,5262181.383398533,5576868.6389547875
3644,4959873.709730675,4954045.755005764,5291361.609158446,5050935.022129137,5371821.818132748,5349042.503129015,5509830.787586382
3645,4861515.789777175,5019086.282720305,5328741.225916556,4780915.823351046,5306474.52093082,5252914.217291872,5569447.889149955
3646,5054106.07148608,4903165.243425857,5208726.182410691,4981474.004707566,5473204.100657102,5305553.697145877,5575941.68438067
3647,4938947.040443778,4806109.489925301,5200088.670268908,4980990.037093397,5455309.431538807,5162236.01308708,5398549.514351743
3648,4870321.488496813,4982236.969812958,5282450.148327692,4943031.134178859,5271339.435693242,5297564.613477079,5525866.432599405
3649,4933465.827826383,4915658.205467988,5203676.407979625,4970549.965756483,5374768.684047058,5173166.902509726,5533224.038383856
3650,4994155.81619477,4991971.320247303,5363253.02012194,4932598.131219777,5461573.696434493,5304596.590514588,5557547.499606514
3651,4903245.860658924,4862110.8482425865,5368059.82649284,4846779.234262161,5448066.929048279,5288071.837519667,5537979.537692404
3652,4860912.408367095,4910825.406348763,5143507.74896973,5087116.240950842,5368272.142073278,5316692.174673326,5606576.930875295
3653,4943973.075261761,5019014.690016158,5263645.306325279,4897485.692851553,5460567.4873493,5225108.471727177,5476349.835248684
3654,4925342.371511294,4873647.859094673,5301162.402713874,5013104.069085489,5347770.652209104,5309098.893361827,5606710.376947089
3655,4983216.7660945505,4986820.732947329,5317696.144226076,4971869.134391121,5409727.911068496,5285190.23272075,5518610.318052201
3656,4845900.2735294085,4946836.164249777,5243074.641609603,5012157.241616417,5515451.619265753,5423144.981783849,5686488.0873251
3657,4913216.635880147,4806887.082715099,5161511.189261692,5007669.401242405,5495874.814060831,5429398.041117532,5511003.183327678
3658,5022384.178998411,5038126.526119957,5388216.735048409,5015359.039505717,5412651.720241619,5268625.298561348,5449741.32511352
3659,4976367.28607934,4829398.048260661,5116086.0751332315,5016803.512916592,5465123.426739038,5145805.245549959,5660127.637512068
3660,4934334.743949675,4799001.308888156,5216213.796460925,4952305.414899476,5450514.387776206,5249197.105833001,5440012.719065203
3661,4890717.188397616,4893291.093893819,5280536.4782975195,5006747.404878242,5484682.225672061,5415062.267672239,5652531.935278556
3662,4863670.363216792,4797683.382726724,5261233.752709292,4880157.775512068,5424076.454438608,5321733.9282868635,5589356.6794297965
3663,4945464.114771634,4976180.096596863,5250161.5370628815,5067235.752418527,5496581.798259462,5301675.7771738935,5664464.125505329
3664,4971490.454302841,4864624.056741679,5288317.098892548,4912704.156790474,5503882.256943898,5303714.318860292,5496650.712962201
3665,4981710.008997186,4965723.96416496,5249718.447237997,4987801.574172429,5325967.84486891,5396205.538227318,5471034.291751637
3666,4955253.921503452,5024785.199056859,5254936.493548886,4992591.892327713,5357334.017563201,5343768.561349306,5537535.938011838
3667,4938721.0003055325,4869697.4000644125,5186475.258306077,4884882.230994167,5414125.4593705805,5318370.561402514,5501249.972385214
3668,4911272.053438232,4890752.728344372,5234137.419084123,4802510.578630058,5344321.078533654,5323844.478552995,5451111.826816093
3669,4983301.245528633,4892707.780041583,5208675.219764892,4961766.334816164,5416138.636605339,5271963.440463396,5568243.302133828
3670,4922194.935371337,5035129.135965136,5247429.442830646,4965241.247724811,5473556.115500944,5288559.82732738,5434690.611008757
3671,4965313.739443436,4894150.634085698,5361047.341213382,5057477.77717835,5397218.516232736,5317467.833143734,5540249.4041927075
3672,4860107.246925123,4920058.619666101,5259628.031063302,4933015.898580965,5433534.023997998,5478263.569675428,5540690.673604455
3673,4898251.251930192,4856661.805614069,5339899.807077112,4992599.544029863,5439956.232944299,5312125.97135801,5294709.728819446
3674,4987403.627154736,5051765.167544418,5189926.960601692,4924613.01036284,5451092.379212445,5282695.665337695,5442960.4083559755
3675,4910096.00123195,4823425.921521752,5218304.745131864,4941963.7554088645,5321275.75360823,5192097.770757033,5574616.645114049
3676,4884386.3773292545,4953688.946715925,5332266.62853478,4986848.913686151,5512001.880400492,5479281.270088627,5660331.091789016
3677,4920869.296088863,4881676.604071823,5233608.7666235175,4935560.9853412025,5444118.583926118,5402759.007855874,5481093.399397729
3678,4921660.532274621,4878157.357114318,5189608.811380897,4964616.141500479,5432853.204665495,5339541.337982909,5645475.235541237
3679,4872931.720240996,4858201.423548266,5276992.713375598,4957353.189793226,5432740.281579948,5236253.354331468,5498324.402448496
3680,4889780.96972849,4906187.555042446,5294700.3123427965,5039451.144631156,5453885.588451423,5306281.469198445,5566967.65773627
3681,4851890.24800503,4880990.449195139,5129493.372627034,5079589.778970557,5416427.89971779,5252941.723784968,5575714.734989168
3682,4956462.108107034,4905822.6205984,5330769.308327472,5039855.821898105,5437683.014621507,5456891.914288628,5462195.110016422
3683,4812629.050517682,4955127.4453334,5216842.632439793,4931573.991586481,5420582.268644879,5322306.57696497,5554153.5620054295
3684,4890973.101703506,5014708.254411249,5282902.130093217,4870614.024372693,5406589.368137142,5334596.918613563,5551061.429637506
3685,4911800.133640609,4837382.722713339,5269366.016107336,4963090.515833658,5385881.981458427,5199954.150799518,5565494.486853767
3686,4908489.1726004835,4950422.420107885,5312204.005613249,4970128.666053828,5341148.796619156,5164767.280985165,5616957.917883144
3687,4923495.596926302,5015478.211998154,5364513.165163852,5065971.836513623,5489091.891937933,5250673.826446652,5569886.209248859
3688,4892152.555284388,4877662.074173399,5271572.037133056,4970725.947375124,5392958.969428871,5286477.903815831,5557731.770989271
3689,4912425.2662453875,4938857.282491123,5355188.416420629,5038222.04378695,5438353.35378943,5274243.831698961,5555405.318572089
3690,4954097.282656472,4999014.731129131,5193337.811291037,4912091.871086304,5412437.426872872,5255866.441863166,5639118.996763897
3691,4881224.972528565,4926028.432333422,5297277.787879483,5134370.9073622245,5478141.282395128,5412356.521111543,5638016.311907267
3692,4908593.331510601,4835260.360406043,5271456.105032667,4962431.140419721,5534763.211800801,5317115.39598477,5586563.813687845
3693,4999713.452397214,4873075.48011021,5220050.613508133,4945717.438031232,5407789.691316643,5346540.528331396,5496373.741344881
3694,4891292.619931277,4930549.748821459,5325975.480896583,5064841.968388958,5333504.177020793,5265249.970710064,5548296.750020702
3695,4923461.667308336,4893691.648299107,5149677.017981272,5008218.837244839,5468862.783822253,5473728.193323298,5568074.851975107
3696,4904143.010467564,4955495.347157118,5291985.2460923,4973985.4412041055,5427978.620543484,5250214.464476917,5546837.404429946
3697,4976916.3772693435,4969166.156920669,5318403.551067027,5077853.265958447,5360310.769611166,5290805.843963982,5541196.927392629
3698,4979258.60412438,4940624.014551571,5228373.233106993,5025231.19146643,5470163.3349924795,5282096.760787225,5524165.946258932
3699,4954439.342111376,4902906.734337665,5243556.746446981,5062411.273419508,5496453.039862883,5338874.468956442,5416975.575238472
3700,4959018.018542708,4819824.573056805,5221214.911646783,4957231.3821894815,5464662.736691311,5284899.003408457,5448450.270626897
3701,4965234.278911533,4940309.834582173,5184892.392578054,4821385.271303057,5476963.067291729,5234650.35946377,5518361.085576746
3702,4924130.87375094,4989051.612946575,5223598.587278599,4939349.943964731,5421355.67882663,5280654.317086322,5510925.961666799
3703,4940261.875827877,5017129.833039,5238262.995051914,4940115.538527455,5324812.8253867915,5366647.643621937,5543090.554817405
3704,4970775.435492124,4880946.602154537,5294137.793289326,4944501.44848909,5453986.8963895,5397592.044980358,5608221.128871804
3705,4924631.590761402,5008316.4263385385,5291371.290349601,4938302.124934802,5441593.780503215,5349177.273451693,5544638.453150484
3706,4924835.041659198,4981849.646206522,5327341.843163316,4870944.328371636,5437949.406559115,5420258.653530947,5614116.734341634
3707,4999062.472718364,4961261.323914917,5253649.9804546395,4937907.332307663,5344038.2709934935,5313506.833695235,5576491.321082117
3708,4921690.951653374,4878757.98844799,5230288.836133276,5027487.067674054,5570684.663891981,5359656.218030979,5635882.617925517
3709,4850125.779772854,4973638.613350457,5306397.716737164,4899107.0595999025,5413327.928295478,5380379.850457631,5501517.736172279
3710,4886017.648043659,4898434.139978614,5274524.019782525,4900889.507589379,5595089.217364702,5341398.226034302,5507614.947703706
3711,4957312.377246396,5000832.504832631,5389334.606597993,4935474.486986683,5381935.502682838,5420459.918251785,5602873.144338238
3712,4990002.836953194,4986977.357655869,5284061.365755354,5081906.275527351,5372062.007971799,5363407.203078238,5594179.869163811
3713,4955201.138231092,4941515.732077524,5313218.278337892,4979253.024086371,5464449.164611891,5280661.74818396,5554103.519021957
3714,4916893.193148503,4878391.135643647,5335140.086249137,5065868.236807456,5482396.429039467,5432063.523420863,5541829.260543667
3715,4965128.769092739,4936874.772521663,5290646.8999384055,4892228.651576474,5517751.185656477,5200740.192585793,5529419.327402537
3716,4958276.238389808,4972144.95579147,5337238.081776778,4984460.885580391,5381432.551137989,5410984.049864879,5597129.204138141
3717,4979707.75400891,4987063.538771388,5181773.438334515,4908939.601185788,5492942.1191536775,5415060.3162572365,5671021.966827045
3718,5036288.281125614,4915061.198812994,5244797.852411158,4969010.241498052,5431869.375045954,5326631.993562644,5503100.83601385
3719,4916205.861069581,4858848.19950234,5191243.134638964,4967143.591731448,5383275.372608496,5222622.847304808,5487792.794242983
3720,4992335.943538043,4865039.55124213,5347552.036006208,4994132.51354078,5441913.348467581,5420945.585361041,5505292.6293086875
3721,4859213.087348674,4959946.702920459,5275183.331581822,5022456.056922025,5442745.6984659,5370308.890277436,5430072.198288952
3722,4961874.766129565,4899792.335763834,5257902.852582661,4922084.367088569,5402698.574493036,5449494.37789054,5582676.544645312
3723,4937542.919060654,4875215.7223531725,5260418.898671194,5022610.670493367,5529176.672564053,5196037.3506912375,5589796.912241536
3724,4973515.428311098,4979840.458556716,5239899.693373364,4927732.596250396,5457414.261898331,5212248.64048815,5467687.404141959
3725,4894148.202456676,5013637.672077628,5277011.877001842,4898984.575000332,5522929.091103822,5405490.034031624,5443625.782196617
3726,4875894.703619052,4793217.731291702,5210374.225042057,4817715.584184148,5395761.372713438,5236583.303616266,5546837.453227444
3727,4909655.398751266,4984451.177191463,5397415.14446865,4998091.460275522,5470413.773646998,5336492.112226846,5582708.867416692
3728,4937710.57929291,4831226.146464673,5332592.943522181,4991072.49402433,5452351.514256469,5202208.9681367595,5571571.58741801
3729,4981815.150124763,4969896.320089452,5302963.465421771,5069808.977829962,5502622.528179955,5315128.524383571,5447850.38535156
3730,4832327.769529622,4895535.748011905,5180486.898470421,4974376.954752583,5490087.564005924,5376381.38986881,5570875.011847947
3731,4989994.487450305,4851095.260537246,5208515.06765145,5014142.227410081,5501294.740085126,5346209.946197845,5582280.077918729
3732,4913250.2184367115,4872936.590685292,5296767.082500112,4955864.675606394,5415509.529930093,5369583.850730519,5567010.648846716
3733,4946100.274535753,4875243.836872258,5317167.690459849,5009448.870157078,5433018.301445333,5269187.37832121,5499056.709635804
3734,4939421.5719505735,4930754.751370944,5247582.0496669095,4912748.445086688,5442605.642874162,5255465.869743697,5538398.503104521
3735,4881174.098978279,4905834.56946848,5282229.6700855605,5032608.707280551,5359030.681703842,5338631.932597183,5463710.988951383
3736,4946356.180053763,4948421.128777346,5314304.14167295,4973319.704884976,5424737.221852103,5364210.448452866,5601801.03174568
3737,4888935.7228989815,4940997.023699979,5308114.647929767,5023110.503509914,5542858.577970953,5295386.074433004,5508198.9848369155
3738,4888290.214807776,4985867.589065282,5251298.477867169,4996110.769495255,5407371.183554052,5330341.547950595,5604482.481098447
3739,5038791.457536306,4855303.987614011,5224402.54760107,4812912.322242412,5485752.613008729,5406240.3042542115,5565505.229434056
3740,4877419.435102856,5003935.888712015,5295091.696688199,5069916.581167798,5516291.713096366,5390440.570690932,5396260.461577219
3741,4953981.272690547,5008766.113958159,5348238.02646156,4983097.470944991,5462694.672186142,5355474.249396982,5514234.417568232
3742,4938358.408493003,4891062.584203174,5237156.760779021,4977562.423414096,5391344.785443597,5425609.058809449,5697222.999394601
3743,4953206.1899553,4840323.549018678,5221730.584022561,4979701.797872719,5485371.317410646,5273609.058057597,5643934.457628084
3744,4906852.601038213,4922210.362557176,5201995.987249162,5036890.590695449,5570241.426853555,5343668.093201787,5553761.906835602
3745,4891772.049976001,4877219.04562586,5232244.840261249,4872200.441150493,5427678.841524265,5292766.987437666,5572328.221043748
3746,4953984.521983295,5020431.648194427,5326445.593856029,4920136.400059355,5372712.545339109,5491850.119900804,5530445.697508683
3747,4849125.12329334,4900229.316858625,5211739.16509502,5005646.190063831,5367926.0172968395,5315172.386276808,5496089.972667169
3748,4884577.933248791,4857248.709581575,5327369.167985692,4825818.820694365,5449672.384801997,5331376.202844806,5502033.478003977
3749,4981526.069530147,4966419.08195128,5361031.7730127415,5043687.87255353,5377303.8174074385,5333642.749196044,5503637.352121275
3750,4861789.178004694,4936046.285127213,5335605.5573519105,5072984.375471118,5490852.929502019,5307200.899807449,5686588.105572374
3751,4978044.103600866,4955745.854946401,5232254.123208164,4950569.80796668,5520408.522039302,5247338.644873455,5473168.847891537
3752,4946159.128355268,4971157.837635074,5279846.116551522,4954086.746922335,5432679.958895705,5325876.282673032,5648577.982218854
3753,4948463.433286031,4969495.789868465,5203745.119821482,4906029.104639451,5424771.265072632,5331133.710386214,5463202.381588081
3754,4915219.300347265,4847747.0888709575,5213528.205016423,4951285.036454264,5500119.967031223,5335208.601356851,5637996.068876476
3755,4979108.867431735,4930660.764702823,5208531.645742483,4892689.639516149,5386227.183337601,5310812.704092758,5572281.46213063
3756,4957672.657318221,4919324.793455475,5290864.647473739,4986652.673921851,5510883.083445819,5312276.484050267,5430500.7592086205
3757,4896772.196361218,4877219.287099593,5220074.444429661,4916980.765663336,5457914.081086739,5478233.896444845,5620796.656782994
3758,4964369.044526989,4875425.236045684,5263237.656682673,4954535.604675979,5539169.894021852,5450196.247499329,5443768.1150666885
3759,4965891.923646216,4891257.123275673,5165395.091837906,4924216.5217328705,5424754.549642598,5282830.846140148,5503916.131829387
3760,4880475.502172782,4973430.661007091,5274502.092066326,5000044.628128608,5430758.059658364,5244417.988951445,5450652.574763863
3761,4891115.167505736,4905536.907436584,5165741.823527683,4945414.391457898,5350736.048809679,5223332.669488871,5458915.016189103
3762,4860548.317345248,4956209.826330852,5298838.186024056,5032748.228620177,5470072.582205793,5413052.272200698,5543681.084383256
3763,4984600.862564673,4978370.076632056,5336043.18087597,4953076.98885117,5446751.438467519,5293066.208115768,5588746.6560018435
3764,4937093.309251344,4897054.396616433,5252795.466811695,5028824.56199798,5415847.56853823,5292965.880041958,5495588.204844327
3765,5000117.559331394,4939170.501615711,5194422.634614945,4765953.772865562,5434317.95858201,5374113.304422039,5544156.448847393
3766,4917294.974274762,4872063.900927862,5374802.967232581,4925201.36348862,5475478.179365483,5387247.696331325,5519155.21091578
3767,4874051.457691904,4887999.986044479,5222163.508783019,5008790.6772420425,5432444.8655350385,5380753.401869845,5470300.1133769415
3768,4886948.825449691,4860693.707228025,5267857.069607645,4976002.218453316,5456493.67661629,5253441.293420876,5604544.964380773
3769,4937283.196559364,4980139.305645211,5170939.507047106,4953203.786189766,5439368.425540833,5294695.31590026,5581063.752759926
3770,4925674.373338748,4827271.213265303,5382857.591997937,4923715.54398537,5405633.886563651,5339606.585662774,5575303.039757002
3771,4956392.640950735,4890028.6196527975,5150079.077773036,5001031.47210372,5304950.0785309505,5181563.573648812,5404764.653420677
3772,4891535.336369922,4905288.596513454,5320618.639999945,4956500.418500345,5442356.90063023,5272888.611175355,5528744.900389601
3773,4916293.677176456,4989972.406834271,5258302.0533220265,5083156.065636022,5445700.133499154,5316626.334809473,5540715.678981215
3774,4979638.851887089,4838833.495395107,5345302.295270484,4974977.907975503,5434387.050508389,5279537.222016178,5621663.786620574
3775,4978545.540944921,4895297.929852476,5224857.08944197,4906972.7293142555,5354731.446526628,5268823.643753753,5484483.269207773
3776,4918043.398414355,5046891.785509378,5302397.304381536,4884224.632216574,5450897.488485645,5279915.230828796,5512673.800358692
3777,4924772.506357459,4801290.5752208335,5118771.734991469,4979797.950850222,5360868.970958124,5236169.050961658,5604861.015586492
3778,4816147.896482866,4962475.100321828,5285002.132770492,4897424.937193447,5494109.266202861,5256625.362426992,5524637.601328779
3779,4991398.5789759625,5030061.534711141,5187985.472899398,4890580.88842976,5296991.206777849,5255600.081840154,5461244.466491358
3780,4952550.130820496,4917168.821786988,5269612.103074022,4967878.333896812,5395668.344028464,5269031.311935018,5607431.694292387
3781,4964695.781964502,4954391.347636668,5227828.270095921,4926591.432709565,5374877.033338018,5292719.316102858,5383429.282522995
3782,4923398.243697137,4855797.386104896,5294361.5678163115,4953276.00107805,5413691.039235036,5270057.306256369,5532970.029885011
3783,4892531.349592295,4920739.310811527,5220374.627475749,4873236.4956021,5418910.037877383,5274784.877830975,5712350.87455359
3784,4969526.886374397,4954121.53390982,5307600.074888154,4983903.5063289665,5416437.140833946,5358807.457788361,5548467.605693078
3785,4983712.826862667,4902483.182267535,5289056.53581469,5009634.166370138,5453245.70322605,5352968.035145556,5537523.592579285
3786,4900141.689426142,4879101.683476578,5346698.401258627,4881209.0383920865,5501908.470417781,5314695.824343008,5535124.8485238515
3787,4842654.292034292,4942582.908092382,5292060.488282162,4943827.593086086,5367503.370043518,5271970.3715845905,5490963.377733778
3788,4974457.017121155,4839578.197351097,5305430.4040371515,4989507.176728932,5360031.2696214635,5276925.055403438,5501962.426349828
3789,4929430.041603515,4919041.811691844,5181250.026309186,4832090.122575886,5344762.809237496,5265126.76607711,5549707.762304637
3790,4835109.8045793725,4910822.441608721,5193940.66381083,4916423.768293672,5357540.857285831,5331922.186739469,5623994.934738997
3791,4884677.6038841065,4945884.543598788,5275694.989036846,4992219.98572247,5402878.187801771,5321221.1122426605,5653494.01663666
3792,4866680.695352331,4902808.255268903,5320910.250750233,5133068.690789146,5510651.728908366,5254721.189591958,5595546.306126475
3793,4923904.332086953,4891500.577507789,5203343.444691656,4922841.629628601,5435058.686389628,5283317.244212342,5443498.997024354
3794,4851570.191993852,4833678.178990326,5249102.353703728,5045294.266318472,5537511.897124794,5363873.666525473,5591082.757740969
3795,4925954.272838707,4857357.79072986,5277519.777697572,5007274.983680002,5395747.163719729,5311980.784728783,5525045.566982575
3796,4942434.860377714,4861466.290496734,5330184.9263046,4979692.120349022,5377064.447703849,5304025.460829577,5685126.818134213
3797,4959577.723565108,4997882.081735594,5288789.479075536,4944217.43456192,5461146.471754139,5405741.190582454,5446881.740004807
3798,4911071.479240313,4993829.147594439,5359640.5521230195,4932739.462471945,5475636.779538441,5374581.865392534,5476785.454441222
3799,4906142.770811587,4858481.012074014,5313124.486956553,4895768.911671303,5401740.412652614,5276306.094614651,5577623.526890468
3800,4918602.305273315,4934706.988628453,5316489.865720118,4980711.401061531,5413106.440547425,5383937.680074142,5581257.994736114
3801,4928802.873408036,4874425.9698198065,5260010.882569203,4989467.817407229,5383835.012459812,5336671.089882588,5476045.949669685
3802,4913471.945885692,4962341.905447249,5318493.092967512,5013633.07070034,5348261.882010982,5328377.637112187,5543390.138621547
3803,5002072.998675595,4866861.79649699,5234790.298712655,5028438.041943447,5408583.312964907,5153071.582180671,5506092.5613636505
3804,4828980.566993006,4810048.839860586,5233572.193778012,4937189.5236785505,5409822.540882181,5233019.916684587,5594083.517630275
3805,4930068.30748532,4813147.668018274,5143194.348114173,4968400.704188426,5520127.13045243,5308426.7552712215,5513090.371043701
3806,4955206.407573344,4990463.029640179,5256726.085220363,4975657.708454821,5440173.090457587,5398728.607097641,5539524.771232089
3807,4842104.134963585,4927890.8072685255,5313642.975298805,4901384.098965529,5375958.789466902,5354898.91579167,5670443.959409061
3808,4955014.6783022145,4940671.146437028,5223452.342721524,4853259.706339435,5456099.485547337,5249633.036099641,5404932.509936273
3809,4835172.367361073,4927697.165683718,5172912.354873771,5066805.760798754,5421610.520289247,5272878.448815551,5454643.524938
3810,5059645.739821898,4898825.44999718,5294876.319629936,4972509.900217823,5426280.714011697,5384620.182356786,5570325.248149548
3811,4987361.632553863,4875161.332150748,5278070.523302581,4952154.594971471,5446642.735864744,5272527.73063389,5565622.455171527
3812,4881793.954872654,4990442.343452736,5172005.961236267,4969236.973502135,5466169.772908065,5307465.232539005,5334727.967128968
3813,4979761.67894738,4873275.475294522,5330214.157053285,4952004.991948795,5508931.101536684,5395396.254131301,5492653.850210573
3814,4841452.529214846,4990521.62994689,5307835.271282419,4994404.496696217,5439917.761235483,5324650.199802062,5533134.138059129
3815,4981982.647281115,4945602.5851933565,5327650.888460681,4982422.551912322,5372438.724801986,5329858.2874675505,5659377.388918663
3816,4893044.309278897,4869795.940645164,5225756.175419446,4897877.206999872,5399537.853113284,5220140.887385869,5451673.384735389
3817,5064565.060451575,4884919.2943138145,5298835.659945913,4973306.534936256,5525398.349930022,5205637.724281941,5542523.027009631
3818,4990218.942171903,5006261.699630063,5307407.99878073,4969232.27199659,5552217.573311664,5439018.308778889,5668872.9715744695
3819,4891653.223476395,4953372.965378416,5324424.323315225,4870050.670512438,5421775.7268154295,5344196.852200198,5662570.411009695
3820,4876938.487797012,4925361.705442981,5246601.83793355,5042079.87858237,5468906.660977709,5461709.505733783,5616241.659051666
3821,4907871.028883074,4830379.463930374,5282795.355013999,4835140.17541963,5465597.890085267,5346631.931652894,5512896.46764331
3822,4936129.08809702,4972345.176286457,5289519.48187441,4999199.9746027095,5562391.290916111,5217707.068541892,5467885.349768922
3823,4799136.352142965,4883960.03367103,5282685.638862496,4917102.3755768,5369261.690358064,5345370.126124544,5519994.236091425
3824,4859036.3350193305,4856198.311731694,5207020.855009219,5073571.50674698,5463672.504731286,5363287.0179544985,5471709.335133359
3825,4904375.9885307485,4853755.879990311,5337257.56664993,4881380.350656551,5395376.834533411,5417165.122761048,5420267.320062165
3826,4927204.905966984,4984584.08808339,5273606.866773941,5027097.988919869,5520579.7645524945,5418342.10692489,5728160.711234723
3827,5009064.200971709,4867290.382390428,5327865.769988162,4966746.956740518,5525527.768937605,5365339.012962761,5473050.115409547
3828,4862117.945968277,4904516.305046596,5228947.317916283,5043506.188152831,5362458.963095895,5247634.505977171,5496047.207339175
3829,4893692.931698441,4868606.876882862,5267964.493170222,4925359.121590885,5476523.9358597845,5180996.01774386,5464703.106245969
