测试情景编号,七年累计利润/元,七年销售收入/元,七年种植成本/元,七年总产量/斤,七年正常销量/斤,七年滞销率
3932,36080299.01146862,43602889.6230912,7522590.611622576,10971478.510819623,7967356.418252097,0.2738119652337635
3933,36053594.34196908,43603146.334169105,7549551.992200015,11053735.038721379,7966534.433846049,0.27929026650818256
3934,36505462.605938755,44028805.40094374,7523342.795004988,11018605.497396087,8000881.299757435,0.27387532826652156
3935,36547267.81217532,44030650.883236706,7483383.071061389,10972858.530795159,8002686.04431493,0.27068356692510753
3936,36354701.88725868,43916163.57618114,7561461.68892247,11004394.580962753,7958848.360587581,0.2767572716488982
3937,36360668.661621064,43955643.72096281,7594975.059341745,11065997.438192215,8023572.0892339805,0.274934579187401
3938,36514975.05340211,44033288.99680026,7518313.943398149,11181812.479864752,8024372.531504639,0.28237282229922556
3939,36129121.67593103,43646916.76352979,7517795.087598756,11012979.10329852,7971375.561686529,0.27618353881203633
3940,36351688.249539465,43842670.15470577,7490981.905166309,10939264.621527242,7968707.964767467,0.2715499404698606
3941,36379252.71114172,43897508.32971693,7518255.618575219,10993389.913315244,7991756.771787999,0.2730398143971636
3942,36187090.97886741,43750465.835295685,7563374.856428279,11003265.800407143,7985515.713426221,0.2742594918382558
3943,36387672.736431286,43903365.60670131,7515692.870270015,10908704.73801747,7967164.960580282,0.26965069163397104
3944,36346746.294474855,43882314.17975626,7535567.885281398,10923609.113610735,7987972.585295689,0.2687423632412171
3945,36454934.708592296,43989525.0625759,7534590.353983596,11002821.041924156,8040965.668666453,0.2691905432226987
3946,36440832.565518215,43992483.89218955,7551651.326671335,10980824.854102822,8033772.065930678,0.26838173154824724
3947,36499422.00021593,44038252.066653684,7538830.066437753,11062638.274240095,8019417.148643902,0.27508999663149847
3948,36583213.58384715,44093316.894500636,7510103.310653488,11085624.305073012,8072843.1784959445,0.2717736993123929
3949,36447554.15267592,43991183.9303161,7543629.777640173,11106629.4338538,8010478.41448115,0.27876603228837005
3950,36406221.095671415,43956730.17901126,7550509.083339841,11048121.604308592,7990906.51008158,0.27671808871426135
3951,36472387.53051263,43997359.767985076,7524972.2374724485,11110381.67684827,8033027.256911017,0.2769800812828799
3952,36145304.3639486,43706581.65275673,7561277.288808133,11021139.756661272,7999186.628596957,0.2741960627291583
3953,36500401.78449667,44055686.75079115,7555284.966294472,11081679.369342564,8061159.429293025,0.27256879028694864
3954,36239693.41701738,43776129.96566266,7536436.548645285,10983482.784230037,8023236.451646323,0.26951800177936297
3955,36197802.6743227,43732096.91276937,7534294.238446664,11052663.095891831,7997427.62292839,0.2764252783656314
3956,36223314.53111161,43763642.889080815,7540328.3579691965,11024531.799605334,7931417.4887472335,0.28056650088023066
3957,36790418.174560845,44329263.24503301,7538845.070472165,11117802.348334603,8055361.592083605,0.2754537866658277
3958,36089354.513621986,43626073.14420857,7536718.630586588,11047434.674237661,7997750.620055798,0.27605359471313723
3959,36401082.11171792,43919598.402317315,7518516.290599401,11044997.320592944,8026075.205253085,0.2733293660208683
3960,36487760.27725711,44063154.48888006,7575394.211622946,11024822.239551026,7955368.144604178,0.2784130236526923
3961,36358970.5316836,43912106.33758217,7553135.805898571,11039158.218609415,8022012.560597169,0.27331301882475517
3962,36151110.58768143,43681751.08051268,7530640.492831256,11008883.848936854,7913769.311389531,0.2811469881977384
3963,36371528.982721284,43905740.93486335,7534211.95214207,11048504.65675236,8039683.434218214,0.27232836623689943
3964,36518137.649154715,44098216.724828675,7580079.075673963,11048000.157223128,8021068.032290833,0.2739800943027052
3965,36161648.305187196,43724083.93882145,7562435.633634251,11002747.225009128,7920040.288806735,0.28017611176192736
3966,36300016.47923245,43862336.154783815,7562319.675551357,11122102.932106428,8018178.426349966,0.27907712459631107
3967,36239762.183771506,43844934.93593256,7605172.752161057,10987426.384740481,8008592.914825109,0.2711129399740439
3968,36228745.17242501,43777377.06437311,7548631.891948107,10965900.860664597,7943890.008581443,0.2755825436032624
3969,36583396.5164394,44101758.11083229,7518361.594392886,10929442.918144636,8013787.562443618,0.26677071992942664
3970,36436294.882437915,43968817.2937509,7532522.411312984,11150149.296780054,8054761.721589273,0.2776095182944921
3971,36132077.51703608,43727161.86391391,7595084.346877834,11038186.892859032,7999091.83847985,0.27532556604429964
3972,36370111.985671155,43884949.51321856,7514837.527547405,11156116.016317178,8063452.235630374,0.27721688947689377
3973,36466359.01440388,43998035.12860572,7531676.114201846,11015908.237834606,8008722.837061709,0.27298569812379075
3974,36349445.677838296,43909200.31983807,7559754.641999777,11096123.417092893,7975819.017109076,0.2812067136147009
3975,36506918.56419293,44009024.07097904,7502105.506786112,11023147.563401595,8041292.044670384,0.2705085368385516
3976,36287200.066627175,43839256.60094126,7552056.534314086,10967039.599826861,7997066.492980737,0.27080900728151025
3977,36507381.47883855,44068468.78735309,7561087.308514537,11132401.70396063,8061370.195154646,0.27586423760772005
3978,36573728.81017245,44101383.6485133,7527654.83834085,11014633.489554595,8057215.869412841,0.2684989584942916
3979,36264390.58076236,43792610.62219961,7528220.04143726,11061996.177823748,7980455.671443678,0.27857002089349014
3980,36573552.393218525,44128636.747583084,7555084.354364559,11039588.962863475,8006947.729309053,0.27470599165929527
3981,36165913.77149591,43697453.442891955,7531539.671396044,11056525.077136932,8003259.107468255,0.2761505941846346
3982,36442456.75527608,43977937.05321171,7535480.297935634,11045721.880256562,8025924.61518036,0.27339066634240294
3983,36323451.19889648,43816881.216812074,7493430.01791559,11109395.989131356,8011009.800769028,0.27889780789104723
3984,36495048.315468654,44061627.94195903,7566579.62649038,11077878.974073326,8032950.381228751,0.27486566697207365
3985,36546597.16455457,44076601.60291048,7530004.438355902,11206975.582207467,8080021.382384342,0.27901856097443206
3986,36436084.22908379,44005240.28135127,7569156.052267466,11058945.520097917,7982234.464125967,0.278210164828148
3987,36555353.197737336,44090795.4528948,7535442.255157461,11106724.234765457,8028986.2891094,0.2771058217167531
3988,36446771.28455229,43993842.25209612,7547070.967543835,11021902.259626191,8050082.052103051,0.2696286119691947
3989,36569218.89760421,44129976.60766868,7560757.710064471,11079362.449242603,7992821.490691086,0.27858470852377576
3990,36311912.92100752,43820786.7756419,7508873.854634375,10960107.737974914,7939423.999577344,0.2756071208982201
3991,36265107.32524799,43798578.820944406,7533471.495696421,11005817.701498892,7995011.852786718,0.27356493905056506
3992,36650876.644795254,44208462.44179816,7557585.7970029,11119100.472681068,8066285.506647589,0.2745559295497018
3993,36229485.989768654,43751454.09789312,7521968.1081244685,11066878.606974622,8006941.374110033,0.27649505714611716
3994,36296469.46762614,43854883.6965305,7558414.228904353,10913180.373471448,7980208.393344666,0.268755017305172
3995,36261384.17248414,43810987.60441288,7549603.431928746,10968761.1015675,7969448.280290155,0.27344134797946557
3996,36479838.26274062,44003459.37246683,7523621.109726209,11059735.318143586,8025476.057136006,0.2743518876107146
3997,36367294.47999107,43906996.53066921,7539702.050678138,11057564.071891105,7975442.045812529,0.2787342678767278
3998,36428215.589928605,43963640.97026953,7535425.380340922,11103126.93290852,7990012.757147905,0.28038175142658833
3999,36442180.34709794,43923191.48027113,7481011.133173195,11084703.133476399,8011291.591628898,0.2772660219077616
4000,36034667.837128766,43540711.611798234,7506043.774669476,11002263.928517526,7939040.492693415,0.27841755621625575
4001,36282310.967439555,43821395.12166672,7539084.154227169,11051880.732693216,8002330.524257954,0.2759304305025848
4002,36306453.760937795,43850360.916903615,7543907.155965821,11063028.065072883,8028042.137174597,0.27433591509001487
4003,36344224.14942327,43918433.409031466,7574209.259608192,11010034.81168245,7987766.033982176,0.27450129172102394
4004,36085623.570532255,43614737.72349316,7529114.152960909,11075819.852901751,7937985.4139683535,0.2833049363936086
4005,36636625.28068062,44220652.77173688,7584027.491056254,11082411.779367507,8061991.553738744,0.2725417793311
4006,36169530.25592662,43704926.8886895,7535396.632762885,11064566.975160949,7941739.095355116,0.2822367912649747
4007,36185035.12289088,43720500.66130572,7535465.538414835,10905167.303924765,7946930.085955346,0.27126931073352273
4008,36402773.81417593,43932301.3999527,7529527.585776776,11126278.327051815,8039451.911774935,0.27743566397864966
4009,36323211.22237091,43882108.84992475,7558897.627553838,11030624.420757629,7994375.276390539,0.27525632534939926
4010,36489190.95431039,43995357.61994629,7506166.665635909,11190754.683944436,8077003.994885126,0.278243137035848
4011,36244132.58062367,43806529.41139746,7562396.830773789,10997821.879022429,8018465.719925771,0.27090420192925385
4012,36437262.23175267,44036090.523400724,7598828.29164805,11079979.342532773,8031553.43639224,0.2751292048387242
4013,36373450.018141,43906759.00868524,7533308.990544233,10979739.659010772,7998197.5875001075,0.2715494323277323
4014,36232066.320347525,43807853.80901036,7575787.488662835,10983988.169553982,7980577.92747937,0.2734353129038894
4015,36317486.3085217,43854562.960348405,7537076.6518267,11051014.732886007,8015256.477840476,0.2747040274963721
4016,36589792.05380497,44128036.37124699,7538244.317442021,11074168.736916827,8039173.316898996,0.27406078886087193
4017,36661759.40088243,44224911.64451065,7563152.243628209,10968505.4174657,8018714.78808458,0.2689327777222976
4018,36403442.02365907,43962591.58552723,7559149.561868155,11006211.409401458,8011460.50600519,0.2720964364575229
4019,36561955.23792675,44108504.97717188,7546549.739245133,11096336.697072024,8066896.139148053,0.2730126744192383
4020,36473998.28180605,43990892.03091408,7516893.749108034,11096401.168267246,7991865.099941358,0.2797786436564708
4021,36111375.664838806,43688201.41435832,7576825.749519513,11001886.610005472,7925581.527953998,0.27961614140376456
4022,36656070.86673507,44218391.72732533,7562320.860590267,11073801.528389607,8040734.763660464,0.2738957129539798
4023,36254820.259784296,43791140.68111298,7536320.421328688,10954531.020862946,7969589.490144323,0.2724846481363548
4024,36359599.37991278,43895816.91957304,7536217.539660256,11031541.85032523,8022196.438459689,0.27279463312527075
4025,36196326.03743414,43733094.8514843,7536768.8140501715,11080695.10298544,8036317.23022025,0.27474610974043967
4026,36237391.78886211,43741242.04021708,7503850.251354973,10993262.782681432,7970172.037285974,0.2749948586836271
4027,36347640.51161689,43921037.47446546,7573396.962848563,10984114.374314373,8051529.678445406,0.2669841733191183
4028,35858567.55034028,43412180.92901709,7553613.378676819,10911387.553671146,7932980.501866547,0.2729631806362254
4029,36694787.98274493,44222481.35901923,7527693.376274301,11122430.08568075,8046812.958612218,0.2765238444634636
4030,36350228.14848705,43907779.88235621,7557551.733869169,10963168.269562516,8011019.916681798,0.26927875959697584
4031,36497238.26141073,44087132.82800401,7589894.566593281,10992855.394388137,8007321.166905362,0.2715886019029135
4032,36323245.670758545,43847843.89533103,7524598.2245724825,11117201.068835478,8069186.429295475,0.27417104545175613
4033,36036898.89704801,43599734.72345167,7562835.826403656,11071134.141643735,7973810.59639802,0.2797656956928402
4034,36277992.91509613,43840616.56883983,7562623.653743709,11048822.375610514,8041350.694858717,0.27219839169381305
4035,36610057.31101015,44182305.12291105,7572247.811900904,11049947.22846699,8032481.443816623,0.27307513079128015
4036,36359053.726813026,43947388.46072713,7588334.733914113,11058249.324007904,8035634.524719354,0.2733357433645787
4037,36604296.86757204,44185404.62479393,7581107.757221896,11093819.00220145,8094135.201693173,0.27039235090396024
4038,36344594.885839134,43912600.4464882,7568005.560649065,10989091.94553442,8019574.2546526315,0.2702241191173667
4039,36332112.89428736,43864195.67377174,7532082.779484385,10973369.978981411,7996347.552445049,0.2712951839078245
4040,36662357.544933006,44185572.2604015,7523214.715468502,11091641.139886001,8050170.691335245,0.2742128428239084
4041,36249240.21599898,43854207.81993213,7604967.60393316,11022131.945202865,7932054.890826965,0.28035202896666345
4042,36681696.128788136,44212924.62727791,7531228.498489769,11098136.22426413,8047237.216627021,0.27490192461026497
4043,36175278.06013332,43737275.08561947,7561997.025486147,11065484.084716039,7969149.34528952,0.2798191851094219
4044,36203379.27391833,43722932.43996068,7519553.166042342,10922302.59049671,7998778.162741179,0.26766557724735024
4045,36611345.76245856,44209281.473362744,7597935.710904187,11158438.847477663,8035472.042726763,0.2798748863920905
4046,36490655.72158268,44066606.07212224,7575950.350539555,10940460.944873635,7991583.995359486,0.26953863867096955
4047,36303986.450061396,43899172.437113665,7595185.987052261,11010640.516203038,7990411.771372857,0.27430091286566605
4048,36788937.477427006,44322234.76156492,7533297.284137914,11111128.836985396,8094851.46801861,0.2714645301318587
4049,36644843.092432715,44156527.017266944,7511683.924834227,10974668.495306198,7996893.979939248,0.2713316139472027
4050,36353934.37161672,43909434.49939796,7555500.127781248,10937222.935936244,7977494.672920348,0.2706105818956262
4051,36192421.05424987,43726379.50221693,7533958.447967065,11043124.050125165,7945676.739173488,0.28048650878974507
4052,36301489.03861346,43858795.070605665,7557306.031992202,11036161.719779173,7998631.901160499,0.27523426130796613
4053,36140054.8273132,43701544.926853724,7561490.099540525,11099098.867344974,8022193.25897389,0.2772212091401176
4054,36503168.70470889,44025280.14730526,7522111.442596374,11038404.503665602,7981919.47640123,0.27689554466403027
4055,36507088.258255295,44050559.36816447,7543471.10990918,11059301.523041667,8082625.012407335,0.26915592313244474
4056,36618936.0643891,44169080.119536445,7550144.05514735,10962656.347889675,8027003.270325929,0.267786655387484
4057,36399358.479074195,43964644.05826028,7565285.579186081,11046848.109957682,7981636.336774237,0.2774738769532323
4058,36226135.886589445,43761997.303477764,7535861.416888324,11020262.631640155,7993482.642446253,0.27465588528750184
4059,36380800.64861484,43935438.375252776,7554637.726637934,11068315.188081011,8040124.737624751,0.2735909123474535
4060,36571976.69971206,44107815.76019647,7535839.06048441,11064611.986659013,8056815.936011716,0.27183927048448703
4061,36131587.884785265,43740701.46582075,7609113.581035489,11122255.852006948,7969848.081315817,0.2834324090937268
4062,36333102.28871356,43861042.749910325,7527940.461196765,11047072.063641211,8041693.686480217,0.27205202970047393
4063,36456716.97242703,44002940.86803609,7546223.8956090575,11050354.233094014,8006275.808951994,0.27547337939859884
4064,36088551.68218416,43609013.06283861,7520461.380654458,11053896.830845872,7991736.475453066,0.2770208915690126
4065,36087346.2520653,43648028.44776574,7560682.195700435,11014470.221142285,7953719.354953933,0.27788452869146973
4066,36595683.581070304,44157514.36237872,7561830.7813084135,10959784.966747541,8024871.984699244,0.2677892851869767
4067,36284665.63273854,43815218.36041259,7530552.727674053,11131237.481651722,8000800.839147648,0.28122988550591593
4068,36639546.63257714,44192975.79949243,7553429.166915285,10951002.176899232,8053644.311625513,0.26457467713645394
4069,36143339.63536989,43693433.41114451,7550093.7757746205,11047827.096569419,7918007.4949459415,0.28329730129423836
4070,36700190.47568644,44236003.85901264,7535813.383326201,11093068.813987654,8066392.398914678,0.2728439231582634
4071,36241057.83008084,43780902.10578036,7539844.275699529,11023154.180520095,7990599.806345133,0.2751076801170062
4072,36280908.123781435,43819928.98488721,7539020.861105781,11039411.30946878,8022273.216879107,0.27330606750758507
4073,36534382.041244164,44091889.98055068,7557507.9393065125,11195596.86251119,8039504.710604781,0.2819047694075769
4074,36295882.05750354,43870072.62604398,7574190.568540453,11008173.935393803,7983601.403023512,0.27475697151237743
4075,36440457.7931131,43974784.69118682,7534326.898073725,10970789.712746628,8034611.95323221,0.2676359529617965
4076,36254368.358652174,43803228.96462634,7548860.605974177,11074385.573100165,7982341.486701192,0.2792068296691412
4077,36183672.155169636,43728595.921537735,7544923.766368105,11077510.491560943,7991346.2521617785,0.2785972752407017
4078,36068529.33571504,43621724.78897601,7553195.453260969,11012783.613327473,7968311.688730877,0.27644890079491174
4079,36001697.00368204,43585326.70352728,7583629.699845241,11024023.058885176,7969171.719385402,0.2771085767130735
4080,36019976.35598658,43536841.64663436,7516865.290647785,11026186.889696794,7942040.444043948,0.27971106208391644
4081,36036283.88288418,43564707.114627734,7528423.231743559,10974426.51947727,7929567.596756237,0.27745039044336917
4082,36352986.62752473,43915013.25097981,7562026.623455082,11027364.854089918,8045995.127701601,0.2703610305668414
4083,36383453.915435046,43918782.00091192,7535328.085476868,10958235.777580015,7996551.745275978,0.27027015045282105
4084,36267331.57932151,43823629.64924255,7556298.069921043,10982894.93204835,8012608.387396817,0.2704465956406599
4085,36227560.42101243,43798077.7761535,7570517.3551410725,11124648.457508227,7961449.995989786,0.2843414309765034
4086,36349774.34125719,43855221.433577724,7505447.092320534,10968331.3679624,7980430.163338946,0.27241164625558895
4087,36482332.23643012,44025864.552310534,7543532.315880403,11048557.972344786,8037179.681692515,0.27255849117956704
4088,36429414.89510821,43966592.26147704,7537177.366368831,11072842.051146245,8025572.591137799,0.27520210673401563
4089,36254108.299943574,43821931.641415715,7567823.341472143,11008516.532631954,8026035.535870522,0.27092487783623015
4090,36604396.386613265,44088696.780645415,7484300.39403215,11038465.697987681,8026257.8433274,0.27288283870913405
4091,36539707.6367625,44079446.94053132,7539739.303768824,11011865.31942495,8006409.096846063,0.2729288940064729
4092,36509946.67653955,44076987.05443652,7567040.377896968,11092248.638913153,8031502.609455071,0.27593557709485145
4093,36337783.76953205,43848041.440420076,7510257.670888038,10990896.336075716,7988360.409377807,0.27318390010126875
4094,36536898.11589059,44077445.232112825,7540547.11622224,10931212.092044242,8028436.600794954,0.2655492791473631
4095,36530300.48025243,44081691.34407187,7551390.863819443,11073173.29027819,8042402.624766446,0.27370389553757296
4096,36554131.615002945,44107686.35539683,7553554.740393888,11191801.342927583,8032132.567999357,0.2823199481578459
4097,36088030.44321047,43666740.965060875,7578710.521850408,11063418.655545792,7965329.5788806435,0.28002999553055513
4098,36407160.92105705,43974556.459059715,7567395.538002669,11179687.313135672,7992491.741104562,0.28508807829412963
4099,36027906.6126322,43637335.95569979,7609429.343067582,10956163.374552306,7948609.177186559,0.27450797277734484
4100,36218171.40788375,43781400.91518813,7563229.507304378,11110122.274550537,8025144.7276180135,0.27767269078569407
4101,36584401.57002486,44131217.857850656,7546816.287825789,11075887.848288408,8095670.9368753955,0.26907250707432495
4102,36600052.19037449,44123028.38903408,7522976.198659589,11024563.324212972,8045365.127976882,0.27023276193560897
4103,36029134.502372995,43581215.64663985,7552081.144266857,10951250.309855515,7940176.995160153,0.27495246930714057
4104,36320194.357227355,43843498.082382,7523303.725154653,11077403.347783735,8005242.46516037,0.2773358327913567
4105,36422322.425381124,43985515.41592756,7563192.990546433,11075847.36317552,8013247.912425835,0.27651152551380215
4106,36260852.58820065,43813489.96795305,7552637.3797524,11095175.309697585,8008432.461528857,0.27820586534318237
4107,36422853.59763436,43949154.95460275,7526301.356968391,10966243.447100492,7962343.927602354,0.27392238135041386
4108,36323130.96536557,43854147.2305784,7531016.265212837,11077877.450647099,8007678.957871324,0.27714681864407453
4109,36275657.736891724,43848441.78010005,7572784.043208322,11022144.599779038,7988289.174322218,0.2752509185478877
4110,36632014.86725862,44198989.52044414,7566974.653185513,11179235.556569263,8052734.453412364,0.27967038419900464
4111,36503533.49694046,44040832.73034241,7537299.233401954,11086948.295724312,8058459.931178268,0.2731579767278235
4112,36575494.029031396,44126221.08560357,7550727.056572175,11153124.368559973,8036664.069539099,0.27942486751120604
4113,36468996.10015595,44055608.4673982,7586612.367242245,11115120.310297202,8044665.656444283,0.27624124329166344
4114,36258106.85808684,43796977.45305346,7538870.59496662,11174613.715546,8013461.716014796,0.28288691493053086
4115,36336496.096223086,43900277.69328718,7563781.597064094,11137864.302317087,8025856.901863321,0.27940791124617614
4116,36320195.55475365,43863397.63015582,7543202.075402163,10984825.974221524,7957332.544938179,0.2756068631754449
4117,36372951.328079276,43944352.57889421,7571401.250814939,11126924.592177039,8014639.453696331,0.27970757891797426
4118,36556014.21802327,44099416.32705644,7543402.109033168,11013580.404959701,8016653.526557258,0.27211195344366385
4119,36500274.43096676,44030842.56578085,7530568.134814093,11055159.694340168,7998142.025879877,0.27652406233673593
4120,36666010.974104986,44226627.57315819,7560616.599053208,11064839.075259238,8100420.013658809,0.2679134365567785
4121,36323333.928407945,43885805.072329886,7562471.143921935,11000709.467127832,8020257.481342699,0.27093270617602233
4122,36140920.862229474,43694970.84429349,7554049.982064024,11061809.307031307,7991256.260248181,0.27758144816611197
4123,36387338.296873786,43914543.97327446,7527205.676400679,11131600.40133526,7988950.272147042,0.28231790720867506
4124,36509898.88435383,44073082.62778019,7563183.743426365,11086632.672439363,8034969.20444409,0.2752561177192699
4125,36341028.8295253,43876341.45111407,7535312.621588773,10970891.409433728,7990730.213522315,0.2716425753105906
4126,36125484.24107232,43658701.212683626,7533216.97161131,11014379.9250011,8023199.3282346055,0.2715704939482733
4127,36495341.34360365,44038073.48130277,7542732.137699114,10954807.177551512,7997212.527264838,0.2699814430643151
4128,36241642.22026905,43812593.38228316,7570951.162014112,11015062.816986788,7983589.0534974355,0.27521166368787203
4129,36576603.55626208,44098334.53412665,7521730.977864563,11095997.656706607,8046007.00078296,0.27487304434317195
4130,36386087.36694789,43961699.82622225,7575612.459274359,11118221.145327095,8044823.226753347,0.2764289249513151
4131,36221268.84972046,43764334.871541604,7543066.021821143,11013190.709642055,7979527.590404407,0.27545724025115387
4132,36304737.53910587,43806596.289470054,7501858.750364186,11070383.969470868,8013353.2444973625,0.27614495878408296
4133,36634713.20169698,44186365.18960318,7551651.987906202,11079046.370248094,8089289.308617633,0.26985689577572475
4134,36653414.18323327,44183911.68115751,7530497.49792424,11063205.434684953,8038475.077576166,0.2734045186963413
4135,36339680.33705246,43910489.99005677,7570809.653004311,11009267.108134497,7998885.318035801,0.27344070777194546
4136,36290160.740896225,43805240.88065103,7515080.139754802,10935717.24754224,7936512.976094015,0.2742576644547283
4137,36529340.16826165,44117412.67898067,7588072.510719023,11194187.024014197,8053770.621017613,0.2805399263260157
4138,36016640.263191886,43601370.91823145,7584730.655039565,10940987.058686899,7903719.762109145,0.2776045049944769
4139,36230777.0977849,43755386.37279787,7524609.275012972,10978089.545433862,7971522.243861567,0.2738698103280477
4140,36150337.93682916,43710590.390798844,7560252.453969686,10885855.512963455,7951182.527757449,0.269585884335066
4141,36504442.91669409,44105781.751692235,7601338.834998149,11070287.971478185,8020834.6709713945,0.27546287037550343
4142,36329352.311606735,43846064.09511235,7516711.783505635,11049348.641192,7984373.868211177,0.2773896337703192
4143,36597964.894158766,44196277.72953668,7598312.835377914,11221916.49283501,8083325.170264942,0.27968407397916406
4144,36653956.72434537,44198510.38540162,7544553.661056256,10936810.752232691,8055491.644489562,0.2634514917573136
4145,36387625.59867552,43948330.099793874,7560704.501118355,11031303.08701458,7992664.475526734,0.2754559989440194
4146,36213483.28768033,43757030.994358696,7543547.706678364,11052862.018997954,7976487.355306836,0.27833285699245713
4147,36554491.61722125,44119579.04176505,7565087.424543808,11011309.94233268,8025389.3897258025,0.2711685138502538
4148,36458493.442151874,44014003.49203788,7555510.049886002,11028095.604312677,8079612.123877574,0.2673610735911703
4149,36379965.21861588,43924278.74952496,7544313.530909086,11088931.293797826,8002540.199198183,0.27833079787642834
4150,36417675.37552966,43977507.212976135,7559831.837446474,11115521.477439322,7999124.4434232935,0.28036444716887465
4151,36205841.896646276,43732419.34658767,7526577.449941399,11020970.989671359,7976171.555211988,0.2762732464601257
4152,36389225.81341508,43933189.86454308,7543964.051127997,10985331.950235063,7991835.713981441,0.2724993882583191
4153,36362740.147823885,43912313.89528749,7549573.747463604,11156892.34307734,8059133.9968611635,0.2776542294179509
4154,36142409.05709046,43675660.83836126,7533251.7812708,11074865.860524993,7984493.60268159,0.2790437642101524
4155,36602843.88637042,44133737.69783355,7530893.811463127,11078330.991117826,8040117.247946896,0.27424832726218884
4156,36198341.335294515,43770807.553624205,7572466.218329692,10965140.253889814,7991837.566471472,0.2711595673720253
4157,36410772.35657269,43934087.42765757,7523315.07108487,11000621.820253778,7996018.24757099,0.27313033951870497
4158,36535523.03608778,44114099.38853075,7578576.352442966,11065250.861180384,8007801.538872846,0.27631089079361226
4159,36365803.35596901,43902936.793498084,7537133.437529077,11114900.2415414,8030474.159470381,0.2775037125878221
4160,36083731.004542105,43610129.1094044,7526398.104862303,10971753.230310643,7991496.547839043,0.2716299409868536
4161,36573078.999279685,44145609.33150685,7572530.332227168,11072387.598121276,8046539.725210296,0.27327871663600317
4162,36136636.81007826,43693125.40731546,7556488.597237196,10923533.164699804,7999276.032058328,0.26770249959888676
4163,36428250.26235795,43962032.38680969,7533782.124451737,11033646.1992935,8021509.757139523,0.2729955617343294
4164,36379995.85381135,43910226.65857091,7530230.80475955,11026098.166786712,7955765.2157208985,0.2784605129232753
4165,36634456.15392339,44201772.533828795,7567316.379905413,11054690.05832947,8028371.011030795,0.27375883279680097
4166,36416481.232742734,44004447.90279104,7587966.670048302,10984474.099672962,8009791.6884090025,0.27080790434496305
4167,36584258.30066616,44131827.78223759,7547569.481571426,11018687.58201578,8009371.193204422,0.2731102380761783
4168,36294072.53591532,43848605.98930704,7554533.453391716,11060562.609505992,7964677.524464964,0.2799030387821567
4169,36842473.55054996,44392387.12042847,7549913.569878511,11037991.361304121,8061501.430438428,0.2696586573985165
4170,36687461.71720783,44248344.33382644,7560882.616618614,11147047.168317027,8030492.8462601155,0.27958564048378803
4171,36058176.54873336,43598513.3877473,7540336.83901394,10964420.284372834,7932411.7000013115,0.2765315908851951
4172,36784248.59725918,44353225.98211158,7568977.384852395,11076651.01878462,8056855.472158952,0.27262712723407745
4173,36184781.512950525,43719696.25223541,7534914.739284882,11132839.12739156,8054730.369179435,0.276489107853778
4174,36593180.03370794,44117202.39048574,7524022.356777806,11019152.159754658,8084662.418943969,0.2663081240976371
4175,36137002.659065515,43669290.47361783,7532287.814552321,11069246.572759898,7969684.979770053,0.28001558846990526
4176,36123358.32038417,43654347.20262193,7530988.8822377715,10961459.819081608,7994399.992129729,0.2706810840821447
4177,36062589.31881579,43652136.7450131,7589547.426197311,10887410.678923845,7946661.338748423,0.27010548484849634
4178,36436883.41496318,44009158.931950726,7572275.516987548,11056582.574378688,8012470.798546815,0.275321217505847
4179,36449014.77011423,43987006.55042788,7537991.780313648,11052977.296245724,7981472.862834419,0.2778893280143241
4180,36523692.56254871,44071846.46762562,7548153.905076906,11053035.95052871,8038448.547503988,0.2727384056758199
4181,36380810.14868816,43914535.53823351,7533725.38954535,11010941.838213494,8038065.064027155,0.26999295953675506
4182,36465979.25194527,44003862.95052817,7537883.69858289,11090696.835797906,8028070.709331531,0.27614370600961774
4183,36538714.335018285,44096040.844653845,7557326.509635563,11117891.317330992,8002822.173101715,0.2801852487416736
4184,36344956.01785851,43903653.618096344,7558697.600237831,11095315.774780553,7992420.216401739,0.2796581567720351
4185,36623803.248046234,44173788.68149802,7549985.433451789,11200705.480207913,8054302.5506664775,0.2809111385975868
4186,36260830.10285661,43790323.14227261,7529493.039415994,10954277.988858772,7960239.968543494,0.2733213474553424
4187,36290031.39881116,43825045.60391687,7535014.205105703,11012611.92135602,7944791.687175553,0.27857335354124746
4188,36477645.7311384,43999263.915740475,7521618.184602084,11116554.830097448,8023195.78825236,0.2782659816034004
4189,36766317.14469715,44309014.38329281,7542697.238595657,11135543.54283794,8100570.891018754,0.2725482272278656
4190,36764361.720729224,44345980.31649559,7581618.595766355,11045835.09697458,8051950.540422068,0.27104193845628993
4191,36191890.31237467,43763743.3156846,7571853.003309924,11021543.311722632,8004797.125189399,0.27371358994022094
4192,36504093.33498386,44052530.90394397,7548437.568960117,11113650.676081317,8003907.03505919,0.27981297340169997
4193,36200304.827033624,43741691.06145318,7541386.234419549,10951991.16094189,8032197.25410468,0.26659936662933736
4194,36624772.48319491,44151779.13134939,7527006.648154474,11007291.294816187,8071406.550059383,0.2667218179407535
4195,36545855.5325584,44096320.262842566,7550464.730284173,11067315.070553334,7989923.157934487,0.27806129065637836
4196,36234299.53411753,43756625.29094292,7522325.756825384,10953513.796275891,7958844.866084499,0.273398015092614
4197,36472240.22107378,44032618.24474095,7560378.023667176,11073418.039662588,8017755.152728987,0.2759457717561893
4198,36440242.332997195,43994064.95191841,7553822.618921216,11070979.096474275,7966182.184862897,0.2804446548544337
